Ano de Publicação;Título do Artigo;Nome do Autor;Categoria do Autor
2023;Improving performance in small datasets via pre-trained architectures based on VGGFace and VGGFace2 datasets;Clodoaldo Lima;Professor
2023;Exploring Supervised Learning Models for Multi-Label Text Classification in Brazilian Restaurant Reviews;José A. de Almeida Neto;Aluno
2023;Exploring Supervised Learning Models for Multi-Label Text Classification in Brazilian Restaurant Reviews;Tiago de Melo;Professor
2023;A Comparative Analysis of Artificial Neural Networks on River Level Forecasting for the Rio Madeira Basin;João F. S. Brandão;Aluno
2023;A Comparative Analysis of Artificial Neural Networks on River Level Forecasting for the Rio Madeira Basin;Francis Wagner Silva Correa;Professor
2023;A Comparative Analysis of Artificial Neural Networks on River Level Forecasting for the Rio Madeira Basin;Elloá B. Guedes;Professor
2023;Ethics in AI: how software development companies in Brazil deal with the ethical implications of AI technologies;Lucas Gabriel Teixeira da Silva;Aluno
2023;Ethics in AI: how software development companies in Brazil deal with the ethical implications of AI technologies;Eloize Rossi Marques Seno;Professor
2023;Back to the Promotion - EvacSIM: a Serious Game to Practice Requirements Elicitation on an Agent-based Simulation;Nícolas M. Debacher;Aluno
2023;Back to the Promotion - EvacSIM: a Serious Game to Practice Requirements Elicitation on an Agent-based Simulation;Luis F. Kuster;Professor
2023;Back to the Promotion - EvacSIM: a Serious Game to Practice Requirements Elicitation on an Agent-based Simulation;Ana F. C. dos Santos;Professor
2023;Back to the Promotion - EvacSIM: a Serious Game to Practice Requirements Elicitation on an Agent-based Simulation;Adilson Vahldick;Professor
2023;Back to the Promotion - EvacSIM: a Serious Game to Practice Requirements Elicitation on an Agent-based Simulation;Fernando Santos;Professor
2023;Surrogate-based constrained multi-objective optimization for the compression of CNNs;Gabriel Bicalho Ferreira;Aluno
2023;Surrogate-based constrained multi-objective optimization for the compression of CNNs;Antônio de Barros;Professor
2023;Surrogate-based constrained multi-objective optimization for the compression of CNNs;Issah Ibrahim;Professor
2023;Surrogate-based constrained multi-objective optimization for the compression of CNNs;Rodrigo Silva;Professor
2023;On the impact of missing value imputation methods for multiple kernel learning on bipartite graphs;Victor Vidal;Aluno
2023;On the impact of missing value imputation methods for multiple kernel learning on bipartite graphs;Tássia Bastos;Professor
2023;On the impact of missing value imputation methods for multiple kernel learning on bipartite graphs;Rafael Ferreira Mello;Professor
2023;On the impact of missing value imputation methods for multiple kernel learning on bipartite graphs;Péricles Miranda;Professor
2023;On the impact of missing value imputation methods for multiple kernel learning on bipartite graphs;André C. A. Nascimento;Professor
2023;Quantifying the impact of image degradation on Deep Learning models in face recognition systems;Leandro Dias Carneiro;Aluno
2023;Quantifying the impact of image degradation on Deep Learning models in face recognition systems;Flavio de Barros Vidal;Professor
2023;Detection of Big Five personality traits in Twitter user's profiles based on textual posts;Laura Damaceno de Almeida;Aluno
2023;Detection of Big Five personality traits in Twitter user's profiles based on textual posts;Denise Goya;Professor
2023;Fault detection for rotating machinery based on vibration data using machine learning;Lucas de T. Barreto;Aluno
2023;Fault detection for rotating machinery based on vibration data using machine learning;Rodrigo K. Rosa;Professor
2023;Fault detection for rotating machinery based on vibration data using machine learning;Danilo Silva;Professor
2023;Fault detection for rotating machinery based on vibration data using machine learning;Danilo Braga;Professor
2023;FiberNet: A Compact and Efficient Convolutional Neural Network Model for Image Classification;Verner Rafael Ferreira;Aluno
2023;FiberNet: A Compact and Efficient Convolutional Neural Network Model for Image Classification;Anne Magaly de Paula Canuto;Professor
2023;Application of Deep Learning Techniques to Depth Images for Person Tracking and Detection;Velton Cardoso Pires;Aluno
2023;Application of Deep Learning Techniques to Depth Images for Person Tracking and Detection;Eduardo Silva Palmeira;Professor
2023;Application of Deep Learning Techniques to Depth Images for Person Tracking and Detection;Felipe Antunes dos Santos;Professor
2023;Computational implementation of an explainable state machine-based agent;Henrique E. Viana;Aluno
2023;Computational implementation of an explainable state machine-based agent;Cesar A. Tacla;Professor
2023;Computational implementation of an explainable state machine-based agent;Jean M. Simão;Professor
2023;A Financial Distress Prediction using a Non-stationary Dataset;Rubens Marques Chaves;Aluno
2023;A Financial Distress Prediction using a Non-stationary Dataset;André Luis Debiaso Rossi;Professor
2023;A Financial Distress Prediction using a Non-stationary Dataset;Luís Paulo Faina Garcia;Professor
2023;A Deep Learning Application for Psoriasis Detection;Anna Milani;Aluno
2023;A Deep Learning Application for Psoriasis Detection;Fábio S. da Silva;Professor
2023;A Deep Learning Application for Psoriasis Detection;Elloá B. Guedes;Professor
2023;A Deep Learning Application for Psoriasis Detection;Ricardo Rios;Professor
2023;Cluster Fusion Training: Exploring Cluster Analysis to Enhance Cross-Domain Sentiment Classification;Victor Akihito Kamada Tomita;Aluno
2023;Cluster Fusion Training: Exploring Cluster Analysis to Enhance Cross-Domain Sentiment Classification;Angelo Cesar Mendes da Silva;Professor
2023;Cluster Fusion Training: Exploring Cluster Analysis to Enhance Cross-Domain Sentiment Classification;Ricardo Marcondes Marcacini;Professor
2023;Improving Sickle Cell Disease Classification: A Fusion of Conventional Classifiers, Segmented Images, and Convolutional Neural Networks;Victor Júnio Alcântara Cardoso;Aluno
2023;Improving Sickle Cell Disease Classification: A Fusion of Conventional Classifiers, Segmented Images, and Convolutional Neural Networks;Rodrigo Moreira;Professor
2023;Improving Sickle Cell Disease Classification: A Fusion of Conventional Classifiers, Segmented Images, and Convolutional Neural Networks;João Fernando Mari;Professor
2023;Improving Sickle Cell Disease Classification: A Fusion of Conventional Classifiers, Segmented Images, and Convolutional Neural Networks;Larissa Ferreira Rodrigues Moreira;Professor
2023;Análise Comparativa entre Abordagens de Aprendizado de Máquina para Classificação Automática de Currículos de Profissionais de TIC;Renato Santos Pereira;Aluno
2023;Análise Comparativa entre Abordagens de Aprendizado de Máquina para Classificação Automática de Currículos de Profissionais de TIC;Hilário Tomaz Alves de Oliveira;Professor
2023;Inferring Broiler Chicken Weight through Machine Learning;Lucas H. N. de Sousa;Aluno
2023;Inferring Broiler Chicken Weight through Machine Learning;Mauri Ferrandin;Professor
2023;Inferring Broiler Chicken Weight through Machine Learning;Carlos Moratelli;Professor
2023;Machine Learning Algorithms Applied on Classification of Processes for Conciliation on Brazilian Labour Judiciary;Filipe M. C. Barros;Aluno
2023;Machine Learning Algorithms Applied on Classification of Processes for Conciliation on Brazilian Labour Judiciary;Cleison D. Silva;Professor
2023;Machine Learning Algorithms Applied on Classification of Processes for Conciliation on Brazilian Labour Judiciary;Igor R. M. Silva;Professor
2023;Machine Learning Algorithms Applied on Classification of Processes for Conciliation on Brazilian Labour Judiciary;Victor S. Martins;Professor
2023;Machine Learning Algorithms Applied on Classification of Processes for Conciliation on Brazilian Labour Judiciary;Antonio J. S. Araújo;Professor
2023;Pasture degradation papers search: how can supervised and transdutive methods help on the process of classification?;Daniel Osaku;Aluno
2023;Pasture degradation papers search: how can supervised and transdutive methods help on the process of classification?;Patrícia M. Santos;Professor
2023;Pasture degradation papers search: how can supervised and transdutive methods help on the process of classification?;Brucce N. Santos;Professor
2023;Pasture degradation papers search: how can supervised and transdutive methods help on the process of classification?;Solange O. Rezende;Professor
2023;A decision support system based on Machine Learning and Fuzzy Logic Techniques for electrical fault detection and classification;Davi Carvalho;Aluno
2023;A decision support system based on Machine Learning and Fuzzy Logic Techniques for electrical fault detection and classification;José Melo;Professor
2023;A decision support system based on Machine Learning and Fuzzy Logic Techniques for electrical fault detection and classification;Eraylson G. Silva;Professor
2023;A decision support system based on Machine Learning and Fuzzy Logic Techniques for electrical fault detection and classification;Paulo S. G. de Mattos Neto;Professor
2023;Iterated Greedy for The Two-Echelon Electric Vehicle Routing Problem with Time Windows;Igor de Andrade Junqueira;Aluno
2023;Iterated Greedy for The Two-Echelon Electric Vehicle Routing Problem with Time Windows;Heder Soares Bernardino;Professor
2023;Iterated Greedy for The Two-Echelon Electric Vehicle Routing Problem with Time Windows;Lorenza Leão Oliveira Moreno;Professor
2023;Iterated Greedy for The Two-Echelon Electric Vehicle Routing Problem with Time Windows;Luciana Brugiolo Gonçalves;Professor
2023;Iterated Greedy for The Two-Echelon Electric Vehicle Routing Problem with Time Windows;Stênio Sã Rosário F. Soares;Professor
2023;Optimizing explainability of Breast Cancer Recurrence using FuzzyGenetic;Fabio Cardoso;Aluno
2023;Optimizing explainability of Breast Cancer Recurrence using FuzzyGenetic;Thiago Medeiros;Professor
2023;Optimizing explainability of Breast Cancer Recurrence using FuzzyGenetic;Marley Vellasco;Professor
2023;Optimizing explainability of Breast Cancer Recurrence using FuzzyGenetic;Karla Figueiredo;Professor
2023;Machine Learning Algorithms to Estimate Composite Mechanical Properties;Janaina Gomide;Aluno
2023;Machine Learning Algorithms to Estimate Composite Mechanical Properties;Lucas Vignoli;Professor
2023;Machine Learning Algorithms to Estimate Composite Mechanical Properties;Yuri Macedo;Professor
2023;Echocardiographic Image Classification Using Deep Learning;Salvador Gomes Neto;Aluno
2023;Echocardiographic Image Classification Using Deep Learning;Samuel Armbrust Freitas;Professor
2023;Echocardiographic Image Classification Using Deep Learning;Gabriel de Oliveira Ramos;Professor
2023;Customer Lifetime Value Prediction: A Machine Learning Approach;João Marcos Alves Modesto Ramos;Aluno
2023;Customer Lifetime Value Prediction: A Machine Learning Approach;Fabrício A. Silva;Professor
2023;Application of Digital Image Processing in a Deepfake Detection Network;Lucas Migliorin da Rosa;Aluno
2023;Application of Digital Image Processing in a Deepfake Detection Network;Carlos Mauricio Serodio Figueiredo;Professor
2023;Three-Layer Denoiser: Denoising Parallel Corpora for NMT Systems;Felipe de A. Florencio;Aluno
2023;Three-Layer Denoiser: Denoising Parallel Corpora for NMT Systems;Matheus S. de Lacerda;Professor
2023;Three-Layer Denoiser: Denoising Parallel Corpora for NMT Systems;Anderson P. Cavalcanti;Professor
2023;Three-Layer Denoiser: Denoising Parallel Corpora for NMT Systems;Vitor Rolim;Professor
2023;BioPrediction: Democratizing Machine Learning in the Study of Molecular Interactions;Bruno Rafael Florentino;Aluno
2023;BioPrediction: Democratizing Machine Learning in the Study of Molecular Interactions;Natan Henrique Sanches;Professor
2023;BioPrediction: Democratizing Machine Learning in the Study of Molecular Interactions;Robson Parmezan Bonidia;Professor
2023;BioPrediction: Democratizing Machine Learning in the Study of Molecular Interactions;André C. P. L. F. de Carvalho;Professor
2023;Detecting faces in specific scenarios: Systematic Literature Review;Bruno Gonçalves Dias;Aluno
2023;Detecting faces in specific scenarios: Systematic Literature Review;Victor Soares Ivamoto;Professor
2023;Detecting faces in specific scenarios: Systematic Literature Review;Clodoaldo Aparecido de Moraes Lima;Professor
2023;Decision Threshold Selection and Low-Pass Filter Application for Anomaly Detection with Sparse Autoencoder;Maira Farias Andrade Lira;Aluno
2023;Decision Threshold Selection and Low-Pass Filter Application for Anomaly Detection with Sparse Autoencoder;Elias Amancio Siqueira-Filho;Professor
2023;Decision Threshold Selection and Low-Pass Filter Application for Anomaly Detection with Sparse Autoencoder;Ricardo Bastos Cavalcante Prudêncio;Professor
2023;Algoritmos Genéticos e Redes Neurais Artificiais no Controle de Robôs Móveis em Ambientes Dinâmicos;Eder A. B. de Oliveira;Aluno
2023;Algoritmos Genéticos e Redes Neurais Artificiais no Controle de Robôs Móveis em Ambientes Dinâmicos;Rafael Del Lama;Professor
2023;Algoritmos Genéticos e Redes Neurais Artificiais no Controle de Robôs Móveis em Ambientes Dinâmicos;Renato Tinós;Professor
2023;Position Estimation of Unmanned Aerial Vehicles in Contested Environments using Dense Matching Networks;Bruno Klaus de Aquino Afonso;Aluno
2023;Position Estimation of Unmanned Aerial Vehicles in Contested Environments using Dense Matching Networks;Willian Dihanster Gomes de Oliveira;Professor
2023;Position Estimation of Unmanned Aerial Vehicles in Contested Environments using Dense Matching Networks;Jéssica Domingues Lamosa;Professor
2023;Position Estimation of Unmanned Aerial Vehicles in Contested Environments using Dense Matching Networks;Lilian Berton;Professor
2023;Comparing Gradient Boosting Algorithms to Forecast Sales in Retail;Ana Clara Chaves Sousa;Aluno
2023;Comparing Gradient Boosting Algorithms to Forecast Sales in Retail;Thaís Gaudêncio do Rêgo;Professor
2023;Comparing Gradient Boosting Algorithms to Forecast Sales in Retail;Yuri de Almeida Malheiros Barbosa;Professor
2023;Comparing Gradient Boosting Algorithms to Forecast Sales in Retail;Telmo de Menezes e Silva Filho;Professor
2023;Collecting Meta-Data from the OpenML Public Repository;Nathan F. Carvalho;Aluno
2023;Collecting Meta-Data from the OpenML Public Repository;André A. Gonçalves;Professor
2023;Collecting Meta-Data from the OpenML Public Repository;Ana C. Lorena;Professor
2023;Noise filter with hyperparameter recommendation: a meta-learning approach;Pedro B. Pio;Aluno
2023;Noise filter with hyperparameter recommendation: a meta-learning approach;Adriano Rivolli;Professor
2023;Noise filter with hyperparameter recommendation: a meta-learning approach;André C. P. L. F. de Carvalho;Professor
2023;Noise filter with hyperparameter recommendation: a meta-learning approach;Luís P. F. Garcia;Professor
2023;An Extension Approach for the Qiskit Library: Mapping Flexible Systems through Quantum Computation;Cecilia Botelho;Aluno
2023;An Extension Approach for the Qiskit Library: Mapping Flexible Systems through Quantum Computation;Gabriel Ramires;Professor
2023;An Extension Approach for the Qiskit Library: Mapping Flexible Systems through Quantum Computation;Vinicius Peruzzi;Professor
2023;An Extension Approach for the Qiskit Library: Mapping Flexible Systems through Quantum Computation;Anderson Cruz;Professor
2023;An Extension Approach for the Qiskit Library: Mapping Flexible Systems through Quantum Computation;Helida Salles;Professor
2023;An Extension Approach for the Qiskit Library: Mapping Flexible Systems through Quantum Computation;Giancarlo Lucca;Professor
2023;An Extension Approach for the Qiskit Library: Mapping Flexible Systems through Quantum Computation;Adenauer Yamin;Professor
2023;An Extension Approach for the Qiskit Library: Mapping Flexible Systems through Quantum Computation;Renata Reiser;Professor
2023;Enhancing dengue time-series forecasting at the neighborhood level based on the intensity of contagion;Rafael Bomfim;Aluno
2023;Enhancing dengue time-series forecasting at the neighborhood level based on the intensity of contagion;J. L. B. de Araújo;Professor
2023;Enhancing dengue time-series forecasting at the neighborhood level based on the intensity of contagion;Antonio S. Lima Neto;Professor
2023;Enhancing dengue time-series forecasting at the neighborhood level based on the intensity of contagion;Vasco Furtado;Professor
2023;Enhancing Water Level Identification with a Barcode-Patterned Panel and Machine Learning;Gabriel Montagni Domingues Filho;Aluno
2023;Enhancing Water Level Identification with a Barcode-Patterned Panel and Machine Learning;Caetano Mazzoni Ranieri;Professor
2023;Enhancing Water Level Identification with a Barcode-Patterned Panel and Machine Learning;Douglas Queiroz Galucio Batista;Professor
2023;Enhancing Water Level Identification with a Barcode-Patterned Panel and Machine Learning;Jó Ueyama;Professor
2023;Assessor Models with Reject Option for soccer result prediction;Daniel C. da Costa;Aluno
2023;Assessor Models with Reject Option for soccer result prediction;Ricardo Prudêncio;Professor
2023;Assessor Models with Reject Option for soccer result prediction;Alexadre Mota;Professor
2023;Positive Unlabeled Learning: Adapting NMF for text classification;Lucas S. S. Nunes;Aluno
2023;Positive Unlabeled Learning: Adapting NMF for text classification;Thiago de P. Faleiros;Professor
2023;Positive Unlabeled Learning: Adapting NMF for text classification;Rafael G. Rossi;Professor
2023;Artificial neural networks applied to time series for flood prediction;Laleska A. F. Mesquita;Aluno
2023;Artificial neural networks applied to time series for flood prediction;Caetano M. Ranieri;Professor
2023;Artificial neural networks applied to time series for flood prediction;Jó Ueyama;Professor
2023;A machine learning and statistical learning-based pipeline to perform multipoint rainfall forecasting;Eduardo Carvalho;Aluno
2023;A machine learning and statistical learning-based pipeline to perform multipoint rainfall forecasting;Ewerton Oliveira;Professor
2023;A machine learning and statistical learning-based pipeline to perform multipoint rainfall forecasting;Rafael Rocha;Professor
2023;A machine learning and statistical learning-based pipeline to perform multipoint rainfall forecasting;Nikolas Carneiro;Professor
2023;A machine learning and statistical learning-based pipeline to perform multipoint rainfall forecasting;Renata Tedeschi;Professor
2023;A machine learning and statistical learning-based pipeline to perform multipoint rainfall forecasting;Ronnie Alves;Professor
2023;Natural Language Processing and Social Media: a systematic mapping on Brazilian leading events;Gabriele de S. Araújo;Aluno
2023;Natural Language Processing and Social Media: a systematic mapping on Brazilian leading events;Jéssica Brenda P. Leite;Professor
2023;Natural Language Processing and Social Media: a systematic mapping on Brazilian leading events;Marcelino S. da Silva;Professor
2023;Natural Language Processing and Social Media: a systematic mapping on Brazilian leading events;Antonio F. L. Jacob Junior;Professor
2023;Natural Language Processing and Social Media: a systematic mapping on Brazilian leading events;Fábio M. F. Lobato;Professor
2023;Graph-based Multibeam Forward Looking Acoustic Image Classification;Gabriel Arruda Evangelista;Aluno
2023;Graph-based Multibeam Forward Looking Acoustic Image Classification;João Baptista de Oliveira e Souza Filho;Professor
2023;Predicting Next Steps of a CFD Simulation using Deep Learning;Janaina Gomide;Aluno
2023;Predicting Next Steps of a CFD Simulation using Deep Learning;Raquel Lobosco;Professor
2023;Predicting Next Steps of a CFD Simulation using Deep Learning;Guilherme Antônio Santos;Professor
2023;Assessing U-Net Model Performance in Weather Radar-Based Precipitation Nowcasting: A Reflectivity Threshold Analysis;Rafael Rocha;Aluno
2023;Assessing U-Net Model Performance in Weather Radar-Based Precipitation Nowcasting: A Reflectivity Threshold Analysis;Ewerton Oliveira;Professor
2023;Assessing U-Net Model Performance in Weather Radar-Based Precipitation Nowcasting: A Reflectivity Threshold Analysis;Eduardo Carvalho;Professor
2023;Assessing U-Net Model Performance in Weather Radar-Based Precipitation Nowcasting: A Reflectivity Threshold Analysis;Renata Tedeschi;Professor
2023;Assessing U-Net Model Performance in Weather Radar-Based Precipitation Nowcasting: A Reflectivity Threshold Analysis;Claudia Costa;Professor
2023;Assessing U-Net Model Performance in Weather Radar-Based Precipitation Nowcasting: A Reflectivity Threshold Analysis;Douglas Ferreira;Professor
2023;Assessing U-Net Model Performance in Weather Radar-Based Precipitation Nowcasting: A Reflectivity Threshold Analysis;Ronnie Alves;Professor
2023;Multiagent Prototype with Sensors Fusion and Fuzzy Logic for Assessment of Security Systems Availability;Daniel Gleison M. Lira;Aluno
2023;Multiagent Prototype with Sensors Fusion and Fuzzy Logic for Assessment of Security Systems Availability;Marcial P. Fernández;Professor
2023;Multiagent Prototype with Sensors Fusion and Fuzzy Logic for Assessment of Security Systems Availability;Gustavo A. L. Campos;Professor
2023;Multimodal Audio Emotion Recognition with Graph-based Consensus Pseudolabeling;Gabriel Natal Coutinho;Aluno
2023;Multimodal Audio Emotion Recognition with Graph-based Consensus Pseudolabeling;Artur de Vlieger Lima;Professor
2023;Multimodal Audio Emotion Recognition with Graph-based Consensus Pseudolabeling;Juliano Yugoshi;Professor
2023;Multimodal Audio Emotion Recognition with Graph-based Consensus Pseudolabeling;Marcelo Isaias de Moraes Junior;Professor
2023;Multimodal Audio Emotion Recognition with Graph-based Consensus Pseudolabeling;Marcos Paulo Silva Gôlo;Professor
2023;Multimodal Audio Emotion Recognition with Graph-based Consensus Pseudolabeling;Ricardo Marcondes Marcacini;Professor
2023;What about data science? An analysis of the market based on Job posts;Barbara A. P. Barata;Aluno
2023;What about data science? An analysis of the market based on Job posts;Adrielson F. Justino;Professor
2023;What about data science? An analysis of the market based on Job posts;Antonio F. L. Jacob Junior;Professor
2023;What about data science? An analysis of the market based on Job posts;Fábio M. F. Lobato;Professor
2023;A strategy for interpreting and visualizing the results of matrix-trifactorization-based coclustering algorithms;Ais B. R. Castro;Aluno
2023;A strategy for interpreting and visualizing the results of matrix-trifactorization-based coclustering algorithms;Sarajane M. Peres;Professor
2023;A strategy for interpreting and visualizing the results of matrix-trifactorization-based coclustering algorithms;Waldyr L. de Freitas Junior;Professor
2023;A strategy for interpreting and visualizing the results of matrix-trifactorization-based coclustering algorithms;Paulo Pirozelli;Professor
2023;A strategy for interpreting and visualizing the results of matrix-trifactorization-based coclustering algorithms;Fábio G. Cozman;Professor
2023;A strategy for interpreting and visualizing the results of matrix-trifactorization-based coclustering algorithms;Anarosa A. F. Brandão;Professor
2023;Tool to Assist in the Prognosis of covid-19 and Pneumonia in Robust or Restricted Computational Environments;João Felipe Barros da Silva;Aluno
2023;Tool to Assist in the Prognosis of covid-19 and Pneumonia in Robust or Restricted Computational Environments;Sílvio Roberto Fernandes;Professor
2023;Leaf Detection Using YOLOv4 for Phytopathogenic Diagnosis;Alfredo Felipe Lopes Neto;Aluno
2023;Leaf Detection Using YOLOv4 for Phytopathogenic Diagnosis;Araken de Medeiros Santos;Professor
2023;Leaf Detection Using YOLOv4 for Phytopathogenic Diagnosis;Silvio Fernandes;Professor
2023;Analysis of Twitter users' sentiments about the first round 2022 presidential election in Brazil;Daiana Kathrin Santana Santos;Aluno
2023;Analysis of Twitter users' sentiments about the first round 2022 presidential election in Brazil;Lilian Berton;Professor
2023;Information Extraction from Financial Statements based on Visually Rich Document Models;Elioenai L. G. Alves;Aluno
2023;Information Extraction from Financial Statements based on Visually Rich Document Models;Cecília Carvalho;Professor
2023;Information Extraction from Financial Statements based on Visually Rich Document Models;Patrick Martins de Lima;Professor
2023;Information Extraction from Financial Statements based on Visually Rich Document Models;Vládia Pinheiro;Professor
2023;Information Extraction from Financial Statements based on Visually Rich Document Models;Vasco Furtado;Professor
2023;Morphological Classification of Galaxies with Different Grayscale Images Using Deep Learning;João Pedro Holanda;Aluno
2023;Morphological Classification of Galaxies with Different Grayscale Images Using Deep Learning;Melissa Sales;Professor
2023;Morphological Classification of Galaxies with Different Grayscale Images Using Deep Learning;Marcus Ferraz;Professor
2023;Morphological Classification of Galaxies with Different Grayscale Images Using Deep Learning;Roney Santos;Professor
2023;Use of Augmented Random Search Algorithm for Transmission Line Control in Smart Grids - A Comparative Study with RNA-based Algorithms;Antonio B. S. Rufino;Aluno
2023;Use of Augmented Random Search Algorithm for Transmission Line Control in Smart Grids - A Comparative Study with RNA-based Algorithms;Filipe Saraiva;Professor
2023;Coordination within Conversational Agents with Multiple Sources;Vinícius Bitencourt Matos;Aluno
2023;Coordination within Conversational Agents with Multiple Sources;Ricardo Grava;Professor
2023;Coordination within Conversational Agents with Multiple Sources;Rodrigo Tavares;Professor
2023;Coordination within Conversational Agents with Multiple Sources;Marcos Menon José;Professor
2023;Coordination within Conversational Agents with Multiple Sources;Paulo Pirozelli;Professor
2023;Coordination within Conversational Agents with Multiple Sources;Anarosa A. F. Brandão;Professor
2023;Coordination within Conversational Agents with Multiple Sources;Sarajane M. Peres;Professor
2023;Coordination within Conversational Agents with Multiple Sources;Fábio G. Cozman;Professor
2023;LUNCH: an Answer Set Programming System for Course Scheduling;Ana Y. F. de Lima;Aluno
2023;LUNCH: an Answer Set Programming System for Course Scheduling;Briza M. D. de Sousa;Professor
2023;LUNCH: an Answer Set Programming System for Course Scheduling;Daniel P. Cardeal;Professor
2023;LUNCH: an Answer Set Programming System for Course Scheduling;Jessica Y. N. Sato;Professor
2023;LUNCH: an Answer Set Programming System for Course Scheduling;Lorenzo B. Salvador;Professor
2023;LUNCH: an Answer Set Programming System for Course Scheduling;Renato L. Geh;Professor
2023;LUNCH: an Answer Set Programming System for Course Scheduling;Bruna Bazaluk;Professor
2023;Eu, Tu, Ele, Ela, Elu, Nós, Vós, Eles, Elas, Elus por um Modelo de Linguagem Neutra;Washington Roberto Lopes;Aluno
2023;Eu, Tu, Ele, Ela, Elu, Nós, Vós, Eles, Elas, Elus por um Modelo de Linguagem Neutra;Be Zilberman;Professor
2023;Eu, Tu, Ele, Ela, Elu, Nós, Vós, Eles, Elas, Elus por um Modelo de Linguagem Neutra;Bruna Magrini da Cruz;Professor
2023;Eu, Tu, Ele, Ela, Elu, Nós, Vós, Eles, Elas, Elus por um Modelo de Linguagem Neutra;Leticia dos Santos Monte Cruz;Professor
2023;Eu, Tu, Ele, Ela, Elu, Nós, Vós, Eles, Elas, Elus por um Modelo de Linguagem Neutra;Rafaella Alves Lucena Gomes;Professor
2023;Eu, Tu, Ele, Ela, Elu, Nós, Vós, Eles, Elas, Elus por um Modelo de Linguagem Neutra;Renata Wassermann;Professor
2023;Eu, Tu, Ele, Ela, Elu, Nós, Vós, Eles, Elas, Elus por um Modelo de Linguagem Neutra;Sarajane Marques Peres;Professor
2023;Eu, Tu, Ele, Ela, Elu, Nós, Vós, Eles, Elas, Elus por um Modelo de Linguagem Neutra;Valdinei Freire;Professor
2023;OCANSpectra: an oral cancer detection system from salivary ATR-FTIR spectroscopy;Anagê C. Mundim Filho;Aluno
2023;OCANSpectra: an oral cancer detection system from salivary ATR-FTIR spectroscopy;Janayna M. Fernandes;Professor
2023;OCANSpectra: an oral cancer detection system from salivary ATR-FTIR spectroscopy;Robinson Sabino-Silva;Professor
2023;OCANSpectra: an oral cancer detection system from salivary ATR-FTIR spectroscopy;Murillo G. Carneiro;Professor
2023;Hyperspectral Imaging: A comparative study of supervised learning algorithms;Mailson R. M. Guimarães;Aluno
2023;Hyperspectral Imaging: A comparative study of supervised learning algorithms;Anne M. P. Canuto;Professor
2023;Hyperspectral Imaging: A comparative study of supervised learning algorithms;Márcio Eduardo Kreutz;Professor
2023;Preprocessing Applied to Legal Text Mining: analysis and evaluation of the main techniques used;Marcos V. J. da Silva;Aluno
2023;Preprocessing Applied to Legal Text Mining: analysis and evaluation of the main techniques used;Ewaldo E. Santana;Professor
2023;Preprocessing Applied to Legal Text Mining: analysis and evaluation of the main techniques used;Fábio M. F. Lobato;Professor
2023;Preprocessing Applied to Legal Text Mining: analysis and evaluation of the main techniques used;Antonio F. L. Jacob Jr.;Professor
2023;Classificação de Tráfego para Gerenciamento de Largura de Banda em Redes Definidas por Software;Nilton J. Mocelin Jr.;Aluno
2023;Classificação de Tráfego para Gerenciamento de Largura de Banda em Redes Definidas por Software;Rafael S. Parpinelli;Professor
2023;Classificação de Tráfego para Gerenciamento de Largura de Banda em Redes Definidas por Software;Adriano Fiorese;Professor
2023;Integration of Epidemiologic, Socioeconomic, and Sociodemographic Indicators to Predict Early COVID-19 In-Hospital Outcomes;Hetielle Matos;Aluno
2023;Integration of Epidemiologic, Socioeconomic, and Sociodemographic Indicators to Predict Early COVID-19 In-Hospital Outcomes;Artur Brenner Schmitt;Professor
2023;Integration of Epidemiologic, Socioeconomic, and Sociodemographic Indicators to Predict Early COVID-19 In-Hospital Outcomes;Felipe André Zeiser;Professor
2023;Integration of Epidemiologic, Socioeconomic, and Sociodemographic Indicators to Predict Early COVID-19 In-Hospital Outcomes;Cristiano André da Costa;Professor
2023;Integration of Epidemiologic, Socioeconomic, and Sociodemographic Indicators to Predict Early COVID-19 In-Hospital Outcomes;Gabriel de Oliveira Ramos;Professor
2023;Impact of Heterogeneity on Multi-Agent Reinforcement Learning;Rodrigo Fonseca Marques;Aluno
2023;Impact of Heterogeneity on Multi-Agent Reinforcement Learning;Zenilton Kleber Gonçalves do Patrocínio Júnior;Professor
2023;Improving crime prediction through ensembles;Ruam E. R. C. Pastor;Aluno
2023;Improving crime prediction through ensembles;Jair P. de Sales;Professor
2023;Improving crime prediction through ensembles;Adriano F. C. Filho;Professor
2023;Improving crime prediction through ensembles;Paulo S. G. de Mattos Neto;Professor
2023;Resume Analysis in Portuguese using Word Embeddings: Development of a Decision Support System for Candidate Selection;Manoel Garcia de Sousa Neto;Aluno
2023;Resume Analysis in Portuguese using Word Embeddings: Development of a Decision Support System for Candidate Selection;Filipe Saraiva;Professor
2023;AutoML Optimized by Genetic Algorithm and Item Response Theory;Lucas F. F. Cardoso;Aluno
2023;AutoML Optimized by Genetic Algorithm and Item Response Theory;Vitor C. A. Santos;Professor
2023;AutoML Optimized by Genetic Algorithm and Item Response Theory;Regiane S. Kawasaki Francês;Professor
2023;AutoML Optimized by Genetic Algorithm and Item Response Theory;Ronnie C. O. Alves;Professor
2023;Aprimoramento de um modelo evolutivo multiobjetivo aplicado ao problema de sequenciamento de bateladas na manufatura de produtos farmacêuticos;Débora Toshie Kohara;Aluno
